curve_type,sample_id,x,density
observed,observed,33.66999151706681,0.00034034841767853073
observed,observed,33.94504464232248,0.00038225622548135606
observed,observed,34.220097767578146,0.00042584786569396294
observed,observed,34.49515089283381,0.0004704673010269786
observed,observed,34.77020401808948,0.0005154204888990192
observed,observed,35.04525714334515,0.0005600126780048492
observed,observed,35.320310268600814,0.0006035741684005166
observed,observed,35.59536339385648,0.0006454715302319505
observed,observed,35.87041651911215,0.000685105919308905
observed,observed,36.145469644367815,0.000721904409936625
observed,observed,36.42052276962348,0.0007553128562008018
observed,observed,36.69557589487915,0.0007847987916295739
observed,observed,36.970629020134815,0.0008098701290165056
observed,observed,37.24568214539048,0.000830110611758034
observed,observed,37.52073527064614,0.0008452274435082695
observed,observed,37.79578839590181,0.0008551018967341727
observed,observed,38.070841521157476,0.0008598313544619079
observed,observed,38.34589464641314,0.0008597518984867816
observed,observed,38.62094777166881,0.0008554340777172193
observed,observed,38.89600089692448,0.0008476499253242576
observed,observed,39.171054022180144,0.000837315205958771
observed,observed,39.44610714743581,0.0008254157800739507
observed,observed,39.72116027269148,0.0008129297595982415
observed,observed,39.996213397947145,0.0008007573251588529
observed,observed,40.27126652320281,0.0007896678946829343
observed,observed,40.54631964845848,0.0007802705263446177
observed,observed,40.821372773714145,0.0007730090155294364
observed,observed,41.09642589896981,0.0007681790823544711
observed,observed,41.37147902422548,0.0007659620608086332
observed,observed,41.646532149481146,0.0007664679392828052
observed,observed,41.92158527473681,0.0007697804437307316
observed,observed,42.19663839999248,0.0007759977973984005
observed,observed,42.47169152524815,0.0007852643839692728
observed,observed,42.746744650503814,0.0007977903188356214
observed,observed,43.02179777575948,0.0008138575284195362
observed,observed,43.29685090101515,0.0008338121510584967
observed,observed,43.571904026270815,0.0008580438952793919
observed,observed,43.84695715152648,0.0008869535710229338
observed,observed,44.12201027678215,0.0009209105794843249
observed,observed,44.397063402037816,0.0009602029265277052
observed,observed,44.67211652729348,0.0010049834220309996
observed,observed,44.94716965254915,0.001055217076392939
observed,observed,45.22222277780482,0.0011106360482802365
observed,observed,45.49727590306048,0.0011707094281363688
observed,observed,45.77232902831615,0.0012346351968384268
observed,observed,46.04738215357182,0.001301360481771989
observed,observed,46.322435278827484,0.0013696335434805935
observed,observed,46.59748840408315,0.0014380868680846925
observed,observed,46.87254152933882,0.0015053457745281965
observed,observed,47.147594654594485,0.0015701518654649615
observed,observed,47.42264777985015,0.001631486466284388
observed,observed,47.69770090510582,0.0016886769305962583
observed,observed,47.972754030361486,0.0017414691230973893
observed,observed,48.24780715561715,0.0017900528221402284
observed,observed,48.52286028087282,0.0018350328865309826
observed,observed,48.79791340612849,0.001877346855125958
observed,observed,49.072966531384154,0.0019181378049463618
observed,observed,49.34801965663982,0.0019585982719353473
observed,observed,49.62307278189549,0.001999805564396648
observed,observed,49.898125907151154,0.002042570130612686
observed,observed,50.17317903240682,0.0020873167038272587
observed,observed,50.44823215766249,0.002134013273539076
observed,observed,50.723285282918155,0.0021821564522724935
