市州,year,city_id,grade_id,obs_id,F_strength,F_speed,F_endurance,F_flexibility
广元市教育局,2024,6,3,557,1.2828671622532741,0.44104780430535495,-0.187262912,0.16533101644563275
广元市教育局,2024,6,0,558,1.211518027821507,1.0670297073100667,1.5153414739445017,-0.113061375
广元市教育局,2024,6,4,559,1.722391462129773,0.35932057793168876,0.8529763853688228,0.304402355593132
广安市教育局,2024,7,1,560,0.3820723791005815,0.15995362718905756,-0.220708231,-1.270220196
广安市教育局,2024,7,2,561,0.6921833032013711,-0.483584009,-0.628499344,-0.872677237
广安市教育局,2024,7,3,562,0.5279234771514794,-0.699630351,-0.608351521,-0.825872233
广安市教育局,2024,7,0,563,-0.216297107,0.7353494011113773,-0.257979183,-1.292903856
广安市教育局,2024,7,4,564,-0.038408418,1.0905247349393106,-0.731643307,-1.218707885
德阳市教育局,2024,8,1,565,-0.28002465,1.0584552007892183,0.0822247845309055,0.27746025762165744
德阳市教育局,2024,8,2,566,0.7848475680413726,0.3104062779782976,-0.244121585,0.6530888988337465
德阳市教育局,2024,8,3,567,1.1341819369780133,0.12019308134254014,0.016262043568218948,0.5591490965153826
德阳市教育局,2024,8,0,568,1.0159912830096425,1.2590425961276834,1.5067300401837704,-0.747363446
德阳市教育局,2024,8,4,569,1.031923984408186,1.7814531032935956,-0.001240518,-0.49576414
成都市教育局,2024,9,1,570,-0.251568968,1.3473713062142632,0.6986768799685394,1.3668363884310715
成都市教育局,2024,9,2,571,1.1995991727630804,0.9556955344944965,0.482288901599766,1.4166992274144257
成都市教育局,2024,9,3,572,2.1091550894686932,0.7417118599808387,0.9124575492798397,1.1429043666279153
成都市教育局,2024,9,0,573,3.240914945797502,2.481349898406269,2.5585829003956677,1.7243865519715298
成都市教育局,2024,9,4,574,1.9010334830881574,1.454219527176318,0.0804531985998698,0.5378463367439716
攀枝花市教育局,2024,10,1,575,0.1675207801893826,0.03844824482373474,-0.556298656,0.06886257818136977
攀枝花市教育局,2024,10,2,576,1.1250790060691864,0.02895196685241845,-0.576803573,0.20867729248341324
攀枝花市教育局,2024,10,3,577,1.7771544078121864,0.09776464275241052,0.6270024397627444,0.0314325157621795
攀枝花市教育局,2024,10,0,578,1.5827466062860258,0.406252511211246,3.0690892603796494,-0.246326227
攀枝花市教育局,2024,10,4,579,1.4564266894182827,0.7092815625469958,-0.218668029,0.26461447384012016
泸州市教育局,2024,11,1,580,-0.206009651,0.6349070034060408,0.02878867286356747,-0.153699776
泸州市教育局,2024,11,2,581,0.6856915981836048,0.4786550222914451,0.15954667485371762,0.3471005828958898
泸州市教育局,2024,11,3,582,1.0808201917148836,0.46657407272154244,1.115859850936772,0.5620592882412637
泸州市教育局,2024,11,0,583,0.4191281589552732,1.2707853745873372,2.3019840252476524,0.1113383441017322
泸州市教育局,2024,11,4,584,0.10026663716202598,1.2274017153318784,1.7025946552641589,1.1734981321254192
甘孜藏族自治州教育局,2024,12,1,585,1.6035142433353502,-0.388627411,-1.549330054,0.39400644411559543
甘孜藏族自治州教育局,2024,12,2,586,0.4495565729217487,-1.353820969,-1.392702675,0.7363853729074024
甘孜藏族自治州教育局,2024,12,3,587,-0.182247301,-2.523671545,-0.012177028,1.3301247433603958
甘孜藏族自治州教育局,2024,12,0,588,-1.731258937,-0.013897576,0.5286400165429658,-0.569876367
甘孜藏族自治州教育局,2024,12,4,589,-0.723525835,0.2930233221074604,-2.624645932,0.2618587349516981
眉山市教育局,2024,13,1,590,0.579812320183414,1.436233512046528,0.13591490508668164,0.4126512131014673
眉山市教育局,2024,13,2,591,1.3057011521500934,0.9263441411134888,-0.429116744,0.22897454265025957
眉山市教育局,2024,13,3,592,1.7420287757307955,0.70823371102855,0.21718545469885184,0.3851323646649435
眉山市教育局,2024,13,0,593,1.6067784275826489,1.8164881404865068,1.1302243160108782,-0.262146979
眉山市教育局,2024,13,4,594,1.0179128714958816,1.4698255642737346,1.1492728381695994,-0.202765132
绵阳市教育和体育局,2024,14,1,595,0.5258815666545449,0.8107953409942825,-0.43995982,-0.300800798
绵阳市教育和体育局,2024,14,2,596,1.0348277469476053,0.5837590769043919,-0.48191208,-0.148901397
绵阳市教育和体育局,2024,14,3,597,1.1417519357112293,0.5182596705146991,-0.009541134,0.15685036745934863
绵阳市教育和体育局,2024,14,0,598,1.175676703270158,1.260519117424876,1.9329024144095823,0.3020647103145019
绵阳市教育和体育局,2024,14,4,599,0.49088323326874955,1.5917963502782013,0.2878168058462002,-0.304962529
自贡市教育局,2024,15,1,600,-0.370581687,0.04518088795856464,0.1282918730087791,0.08740932919374296
自贡市教育局,2024,15,2,601,0.23059927981582826,-0.355851848,-0.119340246,0.7546744321799027
自贡市教育局,2024,15,3,602,0.5104273212129514,-0.59145629,-0.367159289,0.8997479156268263
自贡市教育局,2024,15,0,603,0.2799534700685513,0.5209557093552982,0.4371468520638232,0.8547484555746931
自贡市教育局,2024,15,4,604,0.3119737625223305,1.0681860848883657,0.4118827540518926,1.2721316893071906
资阳市教育局,2024,16,1,605,0.752866866202261,0.8358203875823622,-0.039031222,-0.099103863
资阳市教育局,2024,16,2,606,0.864773048677866,0.29759142644613873,-0.548768445,0.23362898767699034
资阳市教育局,2024,16,3,607,1.041613753950279,-0.028131869,0.03847562302007368,0.5872918241373315
资阳市教育局,2024,16,0,608,0.5379161196985469,1.251403356830997,-0.301393643,0.8693226573372155
资阳市教育局,2024,16,4,609,0.5487497216338881,1.287763747590717,0.3434788462153505,1.7528205412109896
达州市教育局,2024,17,1,610,0.581113728189347,1.0500571204865126,0.48544487058728003,0.6583339007430922
达州市教育局,2024,17,2,611,0.7211320488680061,0.26599980852265187,0.8136158711326044,1.0301570608093595
达州市教育局,2024,17,3,612,0.43169066336915013,0.31626525904425673,1.0421276441418008,1.1938532587611863
达州市教育局,2024,17,0,613,0.12960912217971815,1.2550147545674912,1.3529726009585539,0.8565766458891593
达州市教育局,2024,17,4,614,0.3019681748529911,1.1998422853649517,1.1431878083512157,0.37300732760170097
遂宁市教育局,2024,18,1,615,0.9538629497548374,0.5348796469748404,-0.350448588,0.07006617252813743
遂宁市教育局,2024,18,2,616,1.163909372405955,0.46983572612642605,-0.824586055,0.10137747042878335
遂宁市教育局,2024,18,3,617,1.1503256777968354,0.27519508455519603,-0.089960581,0.2082109516478388
遂宁市教育局,2024,18,0,618,0.698178809482172,1.3857534769670816,0.6857585710865374,-0.717579098
遂宁市教育局,2024,18,4,619,0.5542951962819644,1.117221953659876,-0.097159696,-0.560718902
阿坝藏族羌族自治州教育局,2024,19,1,620,0.3617896307557036,1.5667503769835047,0.7660654824828436,1.0623236062581187
阿坝藏族羌族自治州教育局,2024,19,2,621,0.6881642924961741,0.5543323271282355,1.1790818291213099,1.314733680118207
阿坝藏族羌族自治州教育局,2024,19,3,622,0.8989051110392448,0.5099814479303624,1.671298223597479,1.626190424378584
阿坝藏族羌族自治州教育局,2024,19,0,623,1.0253536146407713,1.2517337639381,2.1082855627589114,0.5250261921080471
阿坝藏族羌族自治州教育局,2024,19,4,624,0.8241768393636106,1.4270758186000156,1.4307018972441101,-0.073868061
雅安市教育局,2024,20,1,625,0.7937608609274904,1.0152308297760095,-0.096568488,-0.050738298
雅安市教育局,2024,20,2,626,1.5635574868003004,0.16771429948690955,-0.324602181,0.16771630612022764
雅安市教育局,2024,20,3,627,1.744029474914305,0.03956592594123778,0.4332453637617091,0.4302285316266964
雅安市教育局,2024,20,0,628,1.0510062941288145,0.9634749535731171,1.0425953179770173,-0.507331784
雅安市教育局,2024,20,4,629,0.3307034342719463,0.7383827513160364,-0.041821355,0.040237219637776656
